,content,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,answers,poststrat
64b9d251bba4e400252dc82e,Budweiser: Griffey Father’s Day,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,It was good ,0.7704413793472042
64b9d25906b5d2001d31a9ef,Bud Light: NFL Pros,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,"Honestly, it was kind of stupid",1.6350203029358277
64b9d2718092b5001f4fb424,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,the video was very intriguing and interesting ,0.6181594825444874
64b9d278535d2600244f9506,ULTRA Club New Members Day,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,I love Serena William and I think she was an great addition to the ad.,0.8543204109223953
64b9d27868cce000230a2772,Bud Light: NFL Pros,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It was alright not my thing ,1.7423608227906962
64b9d279535d2600244f9509,Bud Light: NFL Pros,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,A hot dog is a taco. Never thought about that before. But I think Kittle’s right ,0.7704413793472042
64b9d27e535d2600244f9514,Bud Light: NFL Pros,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,kinda funny ,0.4078743691386892
64b9d27ebba4e400252dc876,Bud Light: NFL Pros,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,is a hotdog sandwich funniest thing 🤣 ,1.6350203029358277
64b9d297eed9520023cfcf27,Budweiser: Griffey Father’s Day,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,I love the warm feelings shown in the video.,2.411891739015449
64b9d2c141ae020022cf55b1,Bud Light: NFL Pros,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,"The two actors were well cast when it comes to beer commercials, it was interesting how the ad didn’t mention the product.",0.7284744803987538
64b9d2ca535d2600244f95b9,Bud Light: NFL Pros,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,I liked,0.4078743691386892
64b9d2ef53c81800247bd774,Budweiser: Griffey Father’s Day,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,I have drunk the drink that was advertised ,0.7284744803987538
64b9d2f153c81800247bd777,Bud Light: NFL Pros,False,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,It lets you no a hot dog is not a sandwich ,2.655816563971338
64b9d300535d2600244f9627,Bud Light: NFL Pros,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,The video was okay I liked it,0.4036727940214817
64b9d30306b5d2001d31ab99,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,Boring ,0.8763089670626513
64b9d3033e1b3b00275d4dca,Bud Light: NFL Pros,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,A hot dog is technically a sandwich.,0.813194390203756
64b9d3260ad42b0026fa74d8,Bud Light: Easy to Summer.mp4,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,It was a good video. It had some funny moments.,1.5272767058676573
64b9d32ef07896001b6983f9,Bud Light: NFL Pros,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Great,0.6181594825444874
64b9d3430ad42b0026fa7516,Bud Light: NFL Pros,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It was funny it's hot dog a sandwich.. no??,0.813194390203756
64b9d3513e1b3b00275d4e72,Bud Light: Easy to Summer.mp4,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Don't like,1.5272767058676573
64b9d3623e1b3b00275d4e8a,Bud Light: NFL Pros,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Funny,1.5272767058676573
64b9d36341ae020022cf5738,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,Great ,0.7704413793472042
64b9d363f07896001b6984aa,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,Good video ,1.6350203029358277
64b9d36568cce000230a27ba,The Busch Guide: Shelter,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Funny,0.6103373040768872
64b9d370f07896001b6984c8,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,Boring,0.6181594825444874
64b9d37868cce000230a27d8,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,Was good,1.093330900430563
64b9d38953c81800247bd8d8,Bud Light: Easy to Summer.mp4,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,"I don't drink, so it's not aimed at me in the first place. But I don't get why people acting dumb (walking on rocks barefoot) and getting dirty (sprayed with sticky beer), and being weird (moving his head like a demented pigeon) is amusing.",1.6350203029358277
64b9d38c3e1b3b00275d4f2e,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,I don't like the video ,1.6350203029358277
64b9d3a155ed4f0022bb997b,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,It was catchy and cute ,1.6350203029358277
64b9d3a63e1b3b00275d4f70,Bud Light: Easy to Summer.mp4,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,It was interesting ,2.2755336358039213
64b9d3a655ed4f0022bb9986,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Great video ,0.813194390203756
64b9d3ab41ae020022cf57d6,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,I think it’s a pretty good commercial.,1.7423608227906962
64b9d3ac06b5d2001d31ad38,The Busch Guide: Shelter,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,I like the brand and the ad ,2.2755336358039213
64b9d3bd780ad5001e932cfb,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,The video was entertaining but did not sell me on the product. It wasn’t that memorable ,0.6181594825444874
64b9d3c1eed9520023cfcf45,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,I think that It is irresponsible to give the impression that alcohol is this fun thing when it ruins millions of people lives ,1.0421884771829248
64b9d3c4780ad5001e932d06,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,a great add,0.4078743691386892
64b9d3c4eed9520023cfcf48,ULTRA Club New Members Day,False,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,It sounds like a party.,0.813194390203756
64b9d3c68092b5001f4fb48d,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,It’s a funny video ,2.2755336358039213
64b9d3c806b5d2001d31ad77,Bud Light: Easy to Summer.mp4,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Uninteresting ,2.655816563971338
64b9d3ca8092b5001f4fb495,Budweiser: Griffey Father’s Day,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,Griffey’s are icons. Good idea to use them ,0.7704413793472042
64b9d3d48092b5001f4fb4a6,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Relaxing = drinking,0.8763089670626513
64b9d3d606b5d2001d31ad9e,Bud Light: NFL Pros,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,"First of all a hot dog is a sandwich, please ask a food scientist not a football player; they are of no authority on what food is what. Secondly, what for one second did that have to do with Bud Lite???",0.7704413793472042
64b9d3dcacf94e001de0f1a0,Bud Light: Easy to Summer.mp4,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,piss on bud light,0.7704413793472042
64b9d3e106b5d2001d31adab,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,Boring,0.42166564666869893
64b9d3e18092b5001f4fb4d0,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,I drink with family every weekend it would be nice to feel this comfortable ,1.5272767058676573
64b9d3e255ed4f0022bb99ee,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,I like this,0.813194390203756
64b9d3f3acf94e001de0f1c8,The Busch Guide: Shelter,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It was informative and entertaining ,1.6350203029358277
64b9d3f555ed4f0022bb9a10,Bud Light: Easy to Summer.mp4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,Good,0.813194390203756
64b9d3f6ec8982001cf31c9a,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,"It was funny seeing all the characters getting clumsy, or have something tosses at them accidently, or one’s flip flop breaks, one runs through the screen door ",0.805503929969924
64b9d3fa3e1b3b00275d5024,The Busch Guide: Shelter,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,Confusing ,0.6103373040768872
64b9d4008092b5001f4fb4f9,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,I have no idea what to say it was very good ,0.6874514186387206
64b9d40306b5d2001d31adf7,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,Make the video better or shorter ,0.6188977598749169
64b9d40641ae020022cf5801,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,The video was amazing because was explained so many thinks ,0.6103373040768872
64b9d4088092b5001f4fb504,Bud Light: Easy to Summer.mp4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,Best beer ever ,0.4078743691386892
64b9d40b68cce000230a2940,The Busch Guide: Shelter,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,"Very motivated 
Very thirsty ",0.7704413793472042
64b9d41b55ed4f0022bb9a65,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Not away to advertise by making a joke of a serious issue ,0.805503929969924
64b9d41e8092b5001f4fb524,The Busch Guide: Shelter,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,I liked it,0.8763089670626513
64b9d424fbdf27001d4189a4,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,Good video,1.6350203029358277
64b9d42cfbdf27001d4189b2,The Busch Guide: Shelter,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,This videos is so funny,0.6188977598749169
64b9d42f68cce000230a298a,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,Loved the wildlife ,0.6181594825444874
64b9d432780ad5001e932d74,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It was nice to know that after having a bad day all you need is an ice cold beer. ,0.8763089670626513
64b9d43306b5d2001d31ae56,Bud Light: NFL Pros,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,It was a video I would just scroll bc I don't have nothing to relate to it,0.6181594825444874
64b9d435fbdf27001d4189c3,Bud Light: Easy to Summer.mp4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,It was kind of bland considering their attempt at going woke. It was nothing special. Felt forced in trying to look normal. ,1.6350203029358277
64b9d43706b5d2001d31ae5c,The Busch Guide: Shelter,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,Busch,0.813194390203756
64b9d43768cce000230a2995,Bud Light: Easy to Summer.mp4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It was good,0.4078743691386892
64b9d4383e1b3b00275d50b4,The Busch Guide: Shelter,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,"I liked the music, the setting all of it",1.7423608227906962
64b9d44bfbdf27001d4189ed,Bud Light: Easy to Summer.mp4,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,Extremely good and better ,0.8763089670626513
64b9d44cf07896001b69852f,Bud Light: Easy to Summer.mp4,True,False,False,True,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,This video is one of the best I ever seen. This makes me want to buy some.,0.7284744803987538
64b9d44f06b5d2001d31ae8b,The Busch Guide: Shelter,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,Great one Sarah in a tent for the wrong commercial  bucsh you remember ,1.7423608227906962
64b9d451f07896001b69853a,The Busch Guide: Shelter,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,Sarah has changed her hair color.,1.7423608227906962
64b9d453f07896001b698540,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,It made me wanna grab a bud that’s filor sure,0.9135140539869869
64b9d46506b5d2001d31aec2,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,Lol but sad making fun of that commercial ,0.6103373040768872
64b9d4723e3c1d0022b740e5,Bud Light: Easy to Summer.mp4,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,Very good and interesting ,1.093330900430563
64b9d4773e3c1d0022b740eb,ULTRA Club New Members Day,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,It was a funny video,0.8763089670626513
64b9d478535d2600244f96e6,The Busch Guide: Shelter,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,"I’m not into it! 
",0.4182240657479633
64b9d479db4574001fe25458,The Busch Guide: Shelter,False,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,Great video ,0.7704413793472042
64b9d47d5be250001c0daa5e,ULTRA Club New Members Day,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,I like the caddy shack reference and song. And that the girl beat the guy ,0.8763089670626513
64b9d48506b5d2001d31aeee,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,I was trying to understand the meaning. I know ads have a “target audience” I was trying to understand the purpose of the ad. And what the ad wanted us to do. It was interesting,0.813194390203756
64b9d48fb238510025e88ef3,ULTRA Club New Members Day,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,Funny,0.7704413793472042
64b9d496fbdf27001d418a4e,ULTRA Club New Members Day,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,The video was cool,0.8763089670626513
64b9d499b238510025e88f03,ULTRA Club New Members Day,True,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,I enjoyed the video. I believe it was a very cool way to promote the brand.,0.6181594825444874
64b9d4a09d848f001cd1e545,Bud Light: Easy to Summer.mp4,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,Funny and appropriate,0.8763089670626513
64b9d4abb238510025e88f1c,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Made think of summer time,1.7423608227906962
64b9d4adfbdf27001d418a7d,Bud Light: Easy to Summer.mp4,False,True,False,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Well put together great job ,0.4182240657479633
64b9d4bb3e1b3b00275d50d4,ULTRA Club New Members Day,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,It’s a interesting video ,1.5272767058676573
64b9d4bd9b7274001e333735,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,don’t care lol,0.4078743691386892
64b9d4be3e1b3b00275d50d7,Budweiser: Griffey Father’s Day,False,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,I like it ,0.9135140539869869
64b9d4be3e3c1d0022b7411d,The Busch Guide: Shelter,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,I liked the brand name of the beer. ,0.7704413793472042
64b9d4bf9d848f001cd1e58b,ULTRA Club New Members Day,False,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,"Awesome scene, I love the golf inclusion.",1.8485148023995326
64b9d4cf53c81800247bda2f,ULTRA Club New Members Day,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,Succession Tennis and Golf in one ad. ,2.655816563971338
64b9d4cffbdf27001d418ab2,ULTRA Club New Members Day,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,good,0.7704413793472042
64b9d4d1db4574001fe2548b,Budweiser: Griffey Father’s Day,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,I love ken Griffey jr and senior! ,0.7704413793472042
64b9d4da9b7274001e33373b,Bud Light: Easy to Summer.mp4,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,It's good,0.6103373040768872
64b9d4f4ec8982001cf31d2f,Budweiser: Griffey Father’s Day,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,The video presents how someone had memories of when he was a player and that made him feel sentimental but in a way that made him happy.,0.4078743691386892
